label,p0_x,p0_y,p0_z,p1_x,p1_y,p1_z,p2_x,p2_y,p2_z,p3_x,p3_y,p3_z,p4_x,p4_y,p4_z,p5_x,p5_y,p5_z,p6_x,p6_y,p6_z,p7_x,p7_y,p7_z,p8_x,p8_y,p8_z,p9_x,p9_y,p9_z,p10_x,p10_y,p10_z,p11_x,p11_y,p11_z,p12_x,p12_y,p12_z,p13_x,p13_y,p13_z,p14_x,p14_y,p14_z,p15_x,p15_y,p15_z,p16_x,p16_y,p16_z,p17_x,p17_y,p17_z,p18_x,p18_y,p18_z,p19_x,p19_y,p19_z,p20_x,p20_y,p20_z,hand_type
A,0.0,0.0,0.0,-0.0955300891137574,-0.0978289054655735,-0.0658988848861792,-0.1427152165531376,-0.2522207894892045,-0.1085902900839691,-0.1394277400707737,-0.3809600035106252,-0.1490526712807116,-0.1245899537295647,-0.5170645798918044,-0.1856602505484568,-0.0405359990293909,-0.5239329148973705,-0.0645797160889569,-0.0455580397701764,-0.7390077825603362,-0.1161398850575089,-0.0538220143073541,-0.8736091390788042,-0.1473386479148239,-0.0609227311274455,-0.9763476809565748,-0.1674309216500197,0.0540632141818056,-0.5022183904581952,-0.0744698186829345,0.1260670306381417,-0.737121755154947,-0.1286899813636911,0.1379896701096349,-0.8846975900812802,-0.1660682850044554,0.1356693791883515,-1.0,-0.1869315684028444,0.1249310570358859,-0.4264953238087566,-0.0932973881086873,0.125480889007754,-0.553159388974842,-0.1674129224335821,0.0497511828779004,-0.5612961759653196,-0.1987858679099096,-0.0167966405474002,-0.5672024087619978,-0.205693430314412,0.179092203553813,-0.3215873835763219,-0.1155878485706593,0.1468969480538982,-0.4165921238022416,-0.1821738749438167,0.0843810528524945,-0.4459990050116146,-0.2010591118879398,0.0220163095724138,-0.4666617942562996,-0.2036384592550253,1.0
A,0.0,0.0,0.0,-0.0965430259836623,-0.0990724024578559,-0.0687048117705567,-0.1434602108356034,-0.2648413586389366,-0.1020177590263529,-0.1373685254842096,-0.4022770874666402,-0.1305957615324421,-0.1258361340043176,-0.5304773542809275,-0.1554363955024137,-0.0453285488522583,-0.5338033881118561,-0.0413638837859574,-0.045040488951111,-0.7525288979693744,-0.0832364116439763,-0.0487062612036586,-0.8933520155792662,-0.1154458603277371,-0.0501089183302861,-1.0,-0.1378689816167993,0.0618801368821519,-0.5164372785453113,-0.0394267866205561,0.115158458465888,-0.7187050936518998,-0.0762474034845121,0.1339698652551696,-0.8065475196755865,-0.1044489622618111,0.1480419476464687,-0.8777394666734154,-0.1217622036917366,0.1481752909894139,-0.4565437873379969,-0.0476078566190058,0.1962071794012394,-0.5880627509093187,-0.0929090808523188,0.1863123377469909,-0.6080585102932766,-0.0994186205370628,0.1748835159768505,-0.6298865177970829,-0.0972630227856526,0.2177031045605337,-0.3664561103683062,-0.062112357834089,0.2565844921479486,-0.4691042198382994,-0.0967677237764979,0.2565049540135602,-0.4840053915796337,-0.0892329609330564,0.2470769203940242,-0.4926952517647789,-0.077224915725197,1.0
A,0.0,0.0,0.0,-0.0912654435732537,-0.0859834094491086,-0.0851597707536253,-0.1198101132176017,-0.2271021076233613,-0.1386277075362519,-0.067832728898618,-0.3496037319130991,-0.1858821549117158,-0.0472193382590916,-0.4763994885452703,-0.2261773329760809,-0.0109209076140515,-0.530902925885557,-0.0806149435409155,0.0142647832626332,-0.7507753732823231,-0.1369113197672762,0.0285224658051013,-0.8826177131747495,-0.1746258087135118,0.0459073956761911,-1.0,-0.2021110903576599,0.0845756634989001,-0.5092695111588099,-0.074406927605547,0.1407118156378033,-0.5670221478788092,-0.15330561464294,0.1193467630493625,-0.4639901347327838,-0.1753110563869129,0.1044381811584193,-0.4058639775901271,-0.1758687165170286,0.1616059664984641,-0.4480782098115159,-0.0775371406119361,0.2103369691838325,-0.497714610672867,-0.1455628710294883,0.1807206543437613,-0.4238112168723931,-0.1275456248454351,0.1608122637777781,-0.3874427934142962,-0.1012656340944049,0.2235727115717337,-0.3675328249104985,-0.0893226736159426,0.2689855364529276,-0.4375287938429317,-0.1281512289253962,0.2529953908999988,-0.4067788433929968,-0.1076934342253624,0.2395707468137349,-0.3871347574109399,-0.0819589661631337,1.0
A,0.0,0.0,0.0,-0.0969548081813063,-0.1028128748661834,-0.0988084106216485,-0.1146733589284059,-0.2434830337676594,-0.1538790910323712,-0.0584321083628375,-0.3558158075813451,-0.2001257509502047,-0.043879220898988,-0.4826800792421016,-0.23924597205105,0.0051358456899279,-0.5336551594034892,-0.0913408848521278,0.0250755269706119,-0.750832471027881,-0.1474287043653726,0.0381281022980045,-0.8888358239379733,-0.1817411269522001,0.0498613006079209,-1.0,-0.2057672769859852,0.0841577394237403,-0.4931268615833483,-0.0807451933754927,0.1157761514656036,-0.5834768366229512,-0.1502514324812525,0.0941428333153917,-0.546082877401379,-0.1674452801495446,0.0751119185399237,-0.5277359628302226,-0.1677527997219206,0.1384389764168371,-0.4124233699446429,-0.0821991321214744,0.1383639374333839,-0.4209386582024563,-0.1578504737121349,0.0809881021133292,-0.3431109596305464,-0.1522301911891934,0.0367741278675966,-0.314725418684216,-0.1337671970379094,0.1744859741971091,-0.3119536516225193,-0.0929698049815455,0.1674853747034236,-0.3256857855944554,-0.1464947933721265,0.1151895149267382,-0.2761889266538352,-0.1406706812428463,0.0722112293617957,-0.2548750501574825,-0.1254422383824023,1.0
A,0.0,0.0,0.0,-0.086858147332096,-0.0995126569124479,-0.0968178327033059,-0.1003664165489113,-0.2356761055460499,-0.1491871462206349,-0.0499263684227357,-0.3480938822337366,-0.1928793190602685,-0.0285312349950557,-0.4849849547854473,-0.2295574619414231,0.011335602233682,-0.5283818122261584,-0.0840853337524098,0.0298102725379936,-0.7419933038901952,-0.1402189025786375,0.0389084193574779,-0.8850132908245283,-0.1763148840287366,0.0475157878786422,-1.0,-0.1981216197828909,0.0924942661941857,-0.4965550294363151,-0.0751839254287221,0.1210848312543188,-0.6982315665492584,-0.1294728928666618,0.1176010884931059,-0.8241608162772746,-0.1567629725653315,0.1143946544560646,-0.9287268521526224,-0.1685952861038413,0.1495055936682005,-0.4236014761557511,-0.0787000920704998,0.1503269590891316,-0.4879614254902488,-0.146982782150234,0.0966714587560229,-0.4500947234153993,-0.1576268479778905,0.0539358942206642,-0.4309896118395755,-0.1491604031938012,0.1854477470920703,-0.3263908257683051,-0.0911192689477223,0.1633456366089284,-0.3752459305360038,-0.1418274148054663,0.1103172550636875,-0.3592537488146594,-0.1439293751835436,0.0678871217033471,-0.3486784020348788,-0.1347535504763567,1.0
A,0.0,0.0,0.0,-0.0831129259318078,-0.0845052056462816,-0.1043725627055711,-0.0896690105608328,-0.2215563493152999,-0.1641014581622686,-0.019103948730418,-0.3146585651730884,-0.2144786585351622,0.0179759365781777,-0.4424584300485019,-0.2584308463242423,0.0130204113493885,-0.5213327866141122,-0.1008277405523169,0.0451793451392384,-0.7327895451014945,-0.172087357113124,0.0635615527184775,-0.8763143468036216,-0.2186199220487424,0.0769455263682859,-1.0,-0.2509533244696798,0.1014828113929347,-0.4825351023348918,-0.0945116830080253,0.1500091070023426,-0.6062779995459957,-0.1782479825024895,0.140817285419435,-0.6175477130657221,-0.2116474275884617,0.1351261417025638,-0.6549642434264341,-0.2236368036496368,0.1678197118598293,-0.4008935330114628,-0.1006930122475442,0.2127660134448664,-0.4364117393895945,-0.1900128537587862,0.1621814455818477,-0.3787674352737379,-0.1911688000331549,0.1265226713514642,-0.3801753868083351,-0.1762989344608838,0.2134637085208942,-0.2925220594326861,-0.1164031969267848,0.2353319988359785,-0.3159230776822813,-0.1810704653434914,0.1920560022323371,-0.2702473784843256,-0.1765113414580524,0.1613619649112732,-0.2599125907223423,-0.1615354368814921,1.0
A,0.0,0.0,0.0,-0.0661205323385654,-0.1019666236083358,-0.0793337234943653,-0.0575792258698167,-0.250215671810446,-0.1240964971404968,0.0103012032372532,-0.3496642646143004,-0.163841287142054,0.0476475343752569,-0.4598508908537275,-0.1987203691402483,0.039185505867987,-0.5034905112417506,-0.0841337081566073,0.0741912260873071,-0.7351510713682895,-0.1471155637368202,0.0966566030096281,-0.8772736469329477,-0.1858002807089495,0.1131498712257124,-1.0,-0.2124635520677947,0.1149107543452152,-0.4493180184257764,-0.0863442363315386,0.1549286171617922,-0.556331553504055,-0.1741001081098542,0.1245099222595131,-0.5227978388556455,-0.2018153382199939,0.0972958817503242,-0.5165982529504533,-0.2055871444370382,0.1710277148602285,-0.3606406251098086,-0.0977439725812817,0.2016144593138227,-0.3810519260784176,-0.1897660744262142,0.1499577780125841,-0.2986694248328412,-0.1858505846098568,0.111446319757979,-0.2793503843008429,-0.1636117910058991,0.2100630487887425,-0.2536362137782631,-0.1154644232623139,0.2277964067972899,-0.2819438709566852,-0.1745103684781601,0.1783883591841545,-0.2164093544049141,-0.1608727096956847,0.1413669074061767,-0.1905871784480334,-0.1381973170694228,1.0
A,0.0,0.0,0.0,0.0645531010065682,-0.2115302898465437,0.0073651923555804,0.1350499452750232,-0.4511972806708679,-0.0042778632989302,0.1930161049475669,-0.6248338618198765,-0.0224161138213319,0.2179360282965164,-0.7754882489404847,-0.0454692665415762,0.0910892858513547,-0.5321347438291791,-0.0623834314505027,0.1157057173315047,-0.7472978825176809,-0.1260278200032828,0.1255812089066531,-0.8864744249711483,-0.1720361884668168,0.1381452211872489,-1.0,-0.2063599149638285,0.0807899815930147,-0.4701316043350395,-0.1059268305581212,0.121147839575484,-0.6716412828455649,-0.1653169532820716,0.1484729983100633,-0.7852498490577352,-0.2075095232684052,0.172786200344128,-0.879249927653338,-0.2416302493946792,0.0728173171174465,-0.3706079212427448,-0.1488779416001276,0.1025164829346837,-0.5361582088810013,-0.2085707607240255,0.1229138132296868,-0.6345452079873863,-0.2431045073993757,0.1369942351634234,-0.7199981787863645,-0.2702778053896179,0.0653496851550685,-0.245371929416425,-0.1902446345025051,0.0860491952053008,-0.3487163560139381,-0.2489905012627517,0.0922523433200265,-0.4386246084407085,-0.2804160477072094,0.0965950456034912,-0.522057974032354,-0.3048947400653222,1.0
A,0.0,0.0,0.0,-0.0027775182401743,-0.1455773746892839,-0.0501389064493751,0.0570812221370792,-0.3230581754179995,-0.0875804774732251,0.1439390192648068,-0.4496350644509822,-0.1201529767807274,0.1819582150694759,-0.5791268157223222,-0.1519048952221635,0.0671353310502094,-0.509813525808621,-0.0844089041151874,0.1092393222469874,-0.7407079356767873,-0.1518749667764057,0.1255491861542723,-0.8854612463769743,-0.2025375690291774,0.1425004729453783,-1.0,-0.2388087653185123,0.0859196319709094,-0.4757201233058568,-0.0987208998258287,0.134589062465437,-0.6886960276880217,-0.161572063832721,0.1597231461944322,-0.8161923291396092,-0.2065413776838962,0.1801702339239015,-0.9193301442673244,-0.2391822023289561,0.0993998133310178,-0.4033206873406801,-0.1186134529087888,0.1370249375101316,-0.5740188075437511,-0.1768414148922342,0.1536473910748191,-0.6710778301365087,-0.2066643930053456,0.1653278378125855,-0.7527460050559759,-0.2286296271454979,0.1085634313020838,-0.3032428700801712,-0.1431781533222404,0.1277020533257882,-0.399245268317678,-0.1977135426776184,0.1333313083897704,-0.47560866336887,-0.2224144315508066,0.1367579090828953,-0.5491020971041877,-0.23969470013756,1.0
B,0.03883354182583806,-0.023750286088360464,-0.12113809960802632,-0.20587465063317872,-0.003860180760219059,-0.15536117252064502,-0.3828621688429873,-0.08078208411970163,-0.0724379671600236,-0.28721237928249277,-0.07097039133579933,-0.02743957872048894,-0.6035662323982406,-0.05120474319232385,-0.08958325590523175,-0.02239581709633645,-0.3858741029496135,-0.3830719745791745,-0.20293068523230579,-0.6750882749975303,-0.22312369136588675,-0.17006503505702583,-0.8080735862399929,-0.13968533906941244,-0.40471816191616133,-0.7324094671508626,-0.23404124973007306,-0.12150094018292888,-0.5717535879829673,-0.23682562423730621,-0.14178033937589132,-0.5761580750245519,-0.2330489524943803,-0.029355458320668243,-0.7995765041711211,-0.24185315145200012,-0.15650794511926605,-1.08145635399217,-0.26728748854074613,0.009888797309696749,-0.5474519027748601,-0.20340765371090244,-0.03235632598160148,-0.3179110288669187,-0.26236331861082374,0.11312360837744892,-0.45713101505440396,-0.3086730995467737,-0.03350220910859958,-0.4089861472980139,-0.4420586597822075,0.10077645206619411,-0.4190819747550728,-0.24276028523597767,0.1186838418737827,-0.23588547237022833,-0.2601619161822362,0.1283225524260295,-0.4194693949244018,-0.16990311836559513,0.12251422826636238,-0.24617924368972427,-0.24158215230959923,1.0
B,-0.1045644732262115,0.04132922375055974,-0.05924170174965527,-0.21485807430849246,-0.1243666743904139,0.16672637376640873,-0.1395512897683816,-0.010046943895841709,-0.12685744940733343,-0.22960773146741242,-0.3229416904127137,-0.2530548189588864,-0.3675595604113479,-0.2100624808968007,-0.07936250573040851,-0.24686568774050519,-0.26189725567371025,-0.25048442170463603,-0.4657877245107778,-0.5767329171066842,-0.40399663022568605,-0.3664551377531971,-1.0568550907657994,-0.17028865722549655,-0.38787659680640807,-0.9049593967371358,-0.3538895486921421,-0.1207101470322806,-0.4961776173295874,0.07888215571566898,-0.16419661067642177,-0.8427461841354802,-0.1749992721908637,-0.12211114651372502,-0.9686807300189002,-0.17490156193687711,0.007983490940200302,-0.9731508590597902,-0.29584452424045005,0.170669320534829,-0.270999961646947,-0.032313055169934865,0.05741597441636695,-0.805634037618491,-0.16449278161796282,0.02374521221976776,-0.5832047958447218,-0.10256534163302411,-0.0663393472715001,-0.6512563287494597,-0.30780911364767016,0.09070903721851467,-0.24511162112240065,-0.15104632379205601,0.21235220054679432,-0.38933583283547624,-0.39741397759077157,0.44135772264389084,-0.4235911644954139,-0.1828990895815009,0.15468433216878294,-0.2333955438844187,-0.2548369850098153,1.0
B,-0.12364079235234361,0.13305984226006343,0.12988574924182375,-0.1925591680882769,0.06516129941020796,-0.005614532141943213,-0.20525399379714163,-0.17893253486912802,-0.27711133639438956,-0.36520455925932654,-0.19594870328432368,-0.0342760750055362,-0.5284522633687959,-0.1601820354106512,-0.30631118503501276,-0.17837758274091872,-0.4820124736299574,0.021795284939268494,-0.07832901326005504,-0.823223217799858,-0.10170601122662498,-0.05221524212686843,-1.0114309162422166,-0.2633221755850214,-0.13970432499332072,-0.9687530030526219,-0.2215342456242492,-0.10893803940139755,-0.43233510259497054,-0.14399533889665267,-0.17788938507869828,-0.7357696927374388,-0.09891757157833697,-0.04547684745015768,-0.7865902299694648,-0.19823725458437788,-0.04938517786397847,-1.0057254579200199,-0.011166364968660941,-0.11554538338362344,-0.2948339382722377,-0.10781165825774101,0.093384307315798,-0.8268891470725908,-0.09847490054554006,0.22710271699536227,-0.47928604416905773,-0.33990559190284936,0.14617792138687574,-0.63761007377715,-0.19162563833686316,0.15141609469824582,-0.37103338938565883,-0.30582062122537423,0.11970172736153256,-0.5242832863871555,-0.06930017576523038,0.22384283511197775,-0.36112972045222624,-0.14809599618665542,0.13500378075246355,-0.5419958527667886,-0.14238220374874216,1.0
